0.172291	The
0.287152	children
0.710047	were
0.991978	very
1.284350	happy
1.665479	to
1.806444	see
2.072712	their
2.297212	parents
3.435376	They
3.638993	promised
4.155866	they
4.239401	would
4.458680	always
4.787599	go
5.043425	to
5.241820	bed
5.466321	when
5.675158	they
5.753472	were
5.972752	told
6.750671	and
6.860311	never
7.319753	sneak
7.638230	out
7.878393	again
