0.647603	0.647603	Dans
0.900573	0.900573	le
1.001761	1.001761	chalet
2.104711	2.104711	Lily
2.661245	2.661245	essaie
3.055878	3.055878	de
3.177304	3.177304	chiper
3.996927	3.996927	un
4.351085	4.351085	dernier
5.029045	5.029045	morceau
5.342728	5.342728	de
5.565341	5.565341	bannock
6.779598	6.779598	mais
7.133756	7.133756	Kookum
7.872428	7.872428	a
8.095042	8.095042	placé
8.287299	8.287299	l'assiette
9.137278	9.137278	sur
9.339654	9.339654	une
9.714050	9.714050	étagère
10.341416	10.341416	du
10.564030	10.564030	haut
