0.299585	Suddenly
1.065192	an
1.288217	arm
1.601117	reached
1.933990	out
2.240233	and
2.479901	plucked
2.776157	him
2.985867	up
3.465204	as
3.614996	if
3.771447	he
3.961184	weighed
4.174222	nothing
4.463822	at
4.673531	all
5.392536	and
5.648848	dropped
5.878530	him
6.044966	in
6.198088	a
6.397811	big
6.630822	wicker
6.983667	#Basket
