0.190285	Finally
0.636470	they
0.925177	ran
1.102339	into
1.292624	the
1.489470	arms
1.870040	of
2.066886	their
2.335909	parents
3.313579	led
3.628533	by
3.786010	the
3.904118	little
4.205949	boy
4.507779	who'd
4.658695	escaped
5.203303	from
5.334534	the
5.603557	basket
6.745265	He
6.909304	made
7.060219	it
7.322681	all
7.447350	the
7.644197	way
7.847604	home
8.615305	and
8.838397	told
9.153351	the
9.232090	grownups
9.671713	what
9.835752	had
10.019475	happened