0.141679	Cackling
0.593961	with
0.860971	glee
1.574814	Kalkalilh
2.506624	painted
2.659201	her
3.078789	face
3.313103	red
3.580113	and
3.770835	began
4.179524	to
4.277609	sing
4.588212	and
4.871570	dance
5.607210	happy
5.928711	that
6.103085	she'd
6.402790	caught
6.729741	so
7.143879	many
7.694247	tasty
8.217368	children
