0.129039	The
0.218805	children
0.594700	ran
0.897661	out
1.155738	the
1.312829	door
1.559686	into
1.778490	the
1.896308	forest
2.878125	with
2.984722	the
3.063268	mosquitoes
3.820669	following
4.230227	closely
4.690278	behind
5.038121	them
5.739419	They
5.952613	ran
6.255574	and
6.569755	ran
7.035417	but
7.136404	were
7.332767	unsure
7.882584	of
8.034064	where
8.118220	they
8.303363	were
8.516557	going
